ticket_id,resume,description,date,departement,Category,Sub Category
JIRA-0294,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-07-23 11:22:18,IT,Accès & Identité,Réinitialisation mot de passe
JIRA-0336,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-07-23 11:22:18,Juridique,Réseau & Connectivité,Dossier partagé / Comptabilité
JIRA-0233,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-07-24 11:22:18,Sinistres,Téléphonie,Absence de tonalité
JIRA-0327,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-07-24 11:22:18,Actuariat,Impression & Numérisation,Réglage recto-verso
JIRA-0397,Problème de synchronisation OneDrive,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-07-24 11:22:18,Souscription,Bureautique & Messagerie,Synchronisation OneDrive
JIRA-0187,Accès bloqué à l'application de gestion des sinistres,Message d'erreur 'Accès refusé' lors de la tentative de connexion à SINISTRA. Besoin d'un accès urgent.,2025-07-25 11:22:18,Service Client,Applications métier,Gestion des sinistres (accès)
JIRA-0289,Problème de connexion au réseau WiFi,Impossible de se connecter au WiFi d'entreprise. Le réseau est visible mais l'authentification échoue.,2025-07-25 11:22:18,Comptabilité,Réseau & Connectivité,WiFi
JIRA-0376,Demande de transfert de poste téléphonique,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-07-25 11:22:18,Actuariat,Téléphonie,Transfert de poste
JIRA-0409,Problème de certification électronique,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-07-25 11:22:18,Juridique,Sécurité & Sauvegarde,Certification électronique
JIRA-0428,Problème de messagerie instantanée,Teams indique 'Hors ligne' en permanence alors que j'ai une connexion internet.,2025-07-25 11:22:18,Marketing,Collaboration & Visioconf,Messagerie instantanée
JIRA-0295,Demande de transfert de poste téléphonique,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-07-26 11:22:18,Direction,Téléphonie,Transfert de poste
JIRA-0417,Application mobile professionnelle qui crash,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-07-26 11:22:18,Actuariat,Applications métier,Application mobile métier
JIRA-0406,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-07-27 11:22:18,Actuariat,Impression & Numérisation,Réglage recto-verso
JIRA-0340,Problème d'accès au lecteur réseau partagé,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-07-29 11:22:18,Comptabilité,Réseau & Connectivité,Lecteur réseau
JIRA-0366,Demande de licence Office supplémentaire,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-07-29 11:22:18,Sinistres,Bureautique & Messagerie,Licence Office
JIRA-0209,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-07-31 11:22:18,Direction,Réseau & Connectivité,Dossier partagé / Comptabilité
JIRA-0266,Problème de synchronisation OneDrive,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-07-31 11:22:18,IT,Bureautique & Messagerie,Synchronisation OneDrive
JIRA-0331,Problème d'accès au lecteur réseau partagé,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-07-31 11:22:18,Commercial,Réseau & Connectivité,Lecteur réseau
JIRA-0006,Problème de synchronisation OneDrive,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-08-01 11:22:18,Comptabilité,Bureautique & Messagerie,Synchronisation OneDrive
JIRA-0082,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-08-01 11:22:18,Sinistres,Accès & Identité,Réinitialisation mot de passe
JIRA-0217,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-08-01 11:22:18,Recouvrement,Réseau & Connectivité,VPN
JIRA-0412,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-08-01 11:22:18,Juridique,Réseau & Connectivité,VPN
JIRA-0437,Souris sans fil qui ne répond plus,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-08-01 11:22:18,Service Client,Poste de travail,Souris
JIRA-0101,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-08-02 11:22:18,Recouvrement,Applications métier,Gestion commerciale / CRM
JIRA-0447,Disque dur externe non reconnu,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-08-02 11:22:18,Commercial,Poste de travail,Stockage externe
JIRA-0245,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-08-03 11:22:18,Direction,Accès & Identité,Réinitialisation mot de passe
JIRA-0325,Problème de certification électronique,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-08-03 11:22:18,Direction,Sécurité & Sauvegarde,Certification électronique
JIRA-0335,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-08-03 11:22:18,Comptabilité,Réseau & Connectivité,Dossier partagé / Comptabilité
JIRA-0080,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-08-06 11:22:18,Actuariat,Accès & Identité,Droits applicatifs
JIRA-0234,Erreur lors de l'ouverture de fichiers PDF,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-08-06 11:22:18,Marketing,Bureautique & Messagerie,Lecture PDF / Adobe
JIRA-0353,Problème de réception d'emails sur téléphone,Impossible de recevoir mes emails professionnels sur mon iPhone. La synchronisation ne fonctionne plus depuis ce matin.,2025-08-06 11:22:18,Recouvrement,Bureautique & Messagerie,Mail mobile
JIRA-0162,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-08-07 11:22:18,Ressources Humaines,Téléphonie,Absence de tonalité
JIRA-0449,Demande de transfert de poste téléphonique,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-08-07 11:22:18,Marketing,Téléphonie,Transfert de poste
JIRA-0495,Badge d'accès désactivé,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-08-07 11:22:18,Commercial,Accès & Identité,Badge d'accès
JIRA-0339,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-08 11:22:18,IT,Poste de travail,Écran
JIRA-0351,Demande de suppression de compte utilisateur,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-08-08 11:22:18,Comptabilité,Accès & Identité,Suppression de compte
JIRA-0012,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-08-09 11:22:18,IT,Téléphonie,Absence de tonalité
JIRA-0250,Imprimante du 3ème étage hors service,L'imprimante Canon du service sinistres affiche un message d'erreur et ne répond plus.,2025-08-09 11:22:18,Actuariat,Impression & Numérisation,Panne imprimante
JIRA-0456,Problème d'accès au lecteur réseau partagé,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-08-09 11:22:18,Souscription,Réseau & Connectivité,Lecteur réseau
JIRA-0463,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-08-09 11:22:18,IT,Accès & Identité,Mot de passe messagerie
JIRA-0181,Demande d'installation de logiciel,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-08-10 11:22:18,Ressources Humaines,Bureautique & Messagerie,Installation logiciel poste
JIRA-0321,Problème de synchronisation OneDrive,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-08-10 11:22:18,Service Client,Bureautique & Messagerie,Synchronisation OneDrive
JIRA-0438,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-08-10 11:22:18,Comptabilité,Accès & Identité,Mot de passe messagerie
JIRA-0004,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-11 11:22:18,Service Client,Poste de travail,Écran
JIRA-0247,Problème de certification électronique,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-08-11 11:22:18,Ressources Humaines,Sécurité & Sauvegarde,Certification électronique
JIRA-0364,Demande de création de compte utilisateur,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-08-11 11:22:18,Juridique,Accès & Identité,Création de compte
JIRA-0491,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-08-11 11:22:18,Service Client,Réseau & Connectivité,Intranet
JIRA-0288,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-08-12 11:22:18,Souscription,Accès & Identité,Droits applicatifs
JIRA-0452,Souris sans fil qui ne répond plus,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-08-12 11:22:18,Service Client,Poste de travail,Souris
JIRA-0476,Problème de webcam pour les visioconférences,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-08-12 11:22:18,Comptabilité,Collaboration & Visioconf,Webcam visioconférence
JIRA-0055,Souris sans fil qui ne répond plus,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-08-13 11:22:18,Juridique,Poste de travail,Souris
JIRA-0091,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-08-13 11:22:18,Commercial,Accès & Identité,Droits applicatifs
JIRA-0186,Scanner qui ne fonctionne plus,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-08-13 11:22:18,Ressources Humaines,Impression & Numérisation,Scanner
JIRA-0305,Scanner qui ne fonctionne plus,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-08-13 11:22:18,Actuariat,Impression & Numérisation,Scanner
JIRA-0365,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-08-13 11:22:18,Marketing,Impression & Numérisation,Réglage recto-verso
JIRA-0407,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-13 11:22:18,Actuariat,Poste de travail,Écran
JIRA-0429,Souris sans fil qui ne répond plus,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-08-13 11:22:18,Actuariat,Poste de travail,Souris
JIRA-0022,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-08-14 11:22:18,Recouvrement,Réseau & Connectivité,Intranet
JIRA-0046,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-08-14 11:22:18,Sinistres,Téléphonie,Absence de tonalité
JIRA-0106,Scanner qui ne fonctionne plus,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-08-14 11:22:18,Recouvrement,Impression & Numérisation,Scanner
JIRA-0270,Souris sans fil qui ne répond plus,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-08-14 11:22:18,Souscription,Poste de travail,Souris
JIRA-0492,Badge d'accès désactivé,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-08-15 11:22:18,Recouvrement,Accès & Identité,Badge d'accès
JIRA-0457,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-08-16 11:22:18,Recouvrement,Applications métier,Gestion commerciale / CRM
JIRA-0117,Problème de messagerie instantanée,Teams indique 'Hors ligne' en permanence alors que j'ai une connexion internet.,2025-08-17 11:22:18,Service Client,Collaboration & Visioconf,Messagerie instantanée
JIRA-0332,Problème d'accès au lecteur réseau partagé,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-08-17 11:22:18,Service Client,Réseau & Connectivité,Lecteur réseau
JIRA-0113,Ordinateur portable très lent au démarrage,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-08-18 11:22:18,Juridique,Poste de travail,Performance poste
JIRA-0122,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-08-18 11:22:18,Recouvrement,Accès & Identité,Réinitialisation mot de passe
JIRA-0085,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-08-19 11:22:18,Ressources Humaines,Bureautique & Messagerie,Envoi pièces jointes
JIRA-0177,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-08-19 11:22:18,Marketing,Réseau & Connectivité,Intranet
JIRA-0169,Application mobile professionnelle qui crash,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-08-21 11:22:18,Ressources Humaines,Applications métier,Application mobile métier
JIRA-0184,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-08-21 11:22:18,Commercial,Applications métier,Gestion commerciale / CRM
JIRA-0227,Disque dur externe non reconnu,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-08-21 11:22:18,Marketing,Poste de travail,Stockage externe
JIRA-0482,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-08-21 11:22:18,Sinistres,Réseau & Connectivité,Dossier partagé / Comptabilité
JIRA-0099,Demande d'installation de logiciel,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-08-22 11:22:18,Recouvrement,Bureautique & Messagerie,Installation logiciel poste
JIRA-0344,Logiciel Excel qui plante régulièrement,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-08-22 11:22:18,IT,Bureautique & Messagerie,Excel instable
JIRA-0228,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-08-23 11:22:18,Actuariat,Sécurité & Sauvegarde,Sauvegarde serveur
JIRA-0458,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-08-23 11:22:18,Juridique,Impression & Numérisation,Réglage recto-verso
JIRA-0109,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-08-24 11:22:18,Direction,Réseau & Connectivité,Dossier partagé / Comptabilité
JIRA-0213,Problème de connexion au réseau WiFi,Impossible de se connecter au WiFi d'entreprise. Le réseau est visible mais l'authentification échoue.,2025-08-24 11:22:18,IT,Réseau & Connectivité,WiFi
JIRA-0374,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-24 11:22:18,Recouvrement,Poste de travail,Écran
JIRA-0062,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-08-25 11:22:18,Direction,Accès & Identité,Droits applicatifs
JIRA-0131,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-08-25 11:22:18,Marketing,Impression & Numérisation,Réglage recto-verso
JIRA-0384,Demande de suppression de compte utilisateur,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-08-25 11:22:18,Service Client,Accès & Identité,Suppression de compte
JIRA-0070,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-08-26 11:22:18,IT,Téléphonie,Absence de tonalité
JIRA-0179,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-08-26 11:22:18,Actuariat,Accès & Identité,Mot de passe messagerie
JIRA-0279,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-26 11:22:18,Actuariat,Poste de travail,Écran
JIRA-0448,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-08-26 11:22:18,Comptabilité,Sécurité & Sauvegarde,Sauvegarde serveur
JIRA-0385,Demande de suppression de compte utilisateur,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-08-27 11:22:18,Comptabilité,Accès & Identité,Suppression de compte
JIRA-0486,Demande d'installation de logiciel,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-08-27 11:22:18,Ressources Humaines,Bureautique & Messagerie,Installation logiciel poste
JIRA-0155,Demande de suppression de compte utilisateur,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-08-28 11:22:18,Marketing,Accès & Identité,Suppression de compte
JIRA-0183,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-08-28 11:22:18,Sinistres,Collaboration & Visioconf,Partage d'écran Teams
JIRA-0473,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-08-28 11:22:18,Service Client,Réseau & Connectivité,VPN
JIRA-0479,Application mobile professionnelle qui crash,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-08-28 11:22:18,Service Client,Applications métier,Application mobile métier
JIRA-0093,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-08-29 11:22:18,Sinistres,Sécurité & Sauvegarde,Sauvegarde serveur
JIRA-0194,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-29 11:22:18,Juridique,Poste de travail,Écran
JIRA-0313,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-29 11:22:18,Commercial,Poste de travail,Écran
JIRA-0043,Application mobile professionnelle qui crash,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-08-31 11:22:18,Actuariat,Applications métier,Application mobile métier
JIRA-0273,Disque dur externe non reconnu,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-08-31 11:22:18,Sinistres,Poste de travail,Stockage externe
JIRA-0302,Badge d'accès désactivé,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-08-31 11:22:18,IT,Accès & Identité,Badge d'accès
JIRA-0493,Problème de messagerie instantanée,Teams indique 'Hors ligne' en permanence alors que j'ai une connexion internet.,2025-08-31 11:22:18,Service Client,Collaboration & Visioconf,Messagerie instantanée
JIRA-0496,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-08-31 11:22:18,IT,Sécurité & Sauvegarde,Sauvegarde serveur
JIRA-0114,Demande de transfert de poste téléphonique,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-09-01 11:22:18,Service Client,Téléphonie,Transfert de poste
JIRA-0220,Problème de synchronisation OneDrive,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-09-01 11:22:18,Recouvrement,Bureautique & Messagerie,Synchronisation OneDrive
JIRA-0391,Problème de webcam pour les visioconférences,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-09-01 11:22:18,Direction,Collaboration & Visioconf,Webcam visioconférence
JIRA-0009,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-09-02 11:22:18,Comptabilité,Réseau & Connectivité,VPN
JIRA-0125,Problème de réception d'emails sur téléphone,Impossible de recevoir mes emails professionnels sur mon iPhone. La synchronisation ne fonctionne plus depuis ce matin.,2025-09-02 11:22:18,IT,Bureautique & Messagerie,Mail mobile
JIRA-0171,Demande de suppression de compte utilisateur,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-09-03 11:22:18,Comptabilité,Accès & Identité,Suppression de compte
JIRA-0214,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-09-03 11:22:18,Juridique,Bureautique & Messagerie,Envoi pièces jointes
JIRA-0246,Badge d'accès désactivé,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-09-03 11:22:18,Souscription,Accès & Identité,Badge d'accès
JIRA-0271,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-09-03 11:22:18,IT,Accès & Identité,Droits applicatifs
JIRA-0218,Problème de synchronisation OneDrive,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-09-04 11:22:18,Juridique,Bureautique & Messagerie,Synchronisation OneDrive
JIRA-0434,Erreur lors de l'ouverture de fichiers PDF,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-09-04 11:22:18,Actuariat,Bureautique & Messagerie,Lecture PDF / Adobe
JIRA-0338,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-09-05 11:22:18,Juridique,Sécurité & Sauvegarde,Sauvegarde serveur
JIRA-0345,Application de tarification qui ne se lance pas,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-09-05 11:22:18,Marketing,Applications métier,Application de tarification
JIRA-0016,Logiciel Excel qui plante régulièrement,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-09-06 11:22:18,Sinistres,Bureautique & Messagerie,Excel instable
JIRA-0026,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-09-06 11:22:18,Direction,Téléphonie,Absence de tonalité
JIRA-0038,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-09-06 11:22:18,Comptabilité,Réseau & Connectivité,Intranet
JIRA-0096,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-09-07 11:22:18,Recouvrement,Accès & Identité,Droits applicatifs
JIRA-0432,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-09-07 11:22:18,Comptabilité,Accès & Identité,Mot de passe messagerie
JIRA-0029,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-09-08 11:22:18,Juridique,Impression & Numérisation,Réglage recto-verso
JIRA-0357,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-09-08 11:22:18,Recouvrement,Téléphonie,Absence de tonalité
JIRA-0410,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-09-08 11:22:18,Ressources Humaines,Poste de travail,Écran
JIRA-0077,Badge d'accès désactivé,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-09-10 11:22:18,Souscription,Accès & Identité,Badge d'accès
JIRA-0164,Demande d'installation de logiciel,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-09-10 11:22:18,Service Client,Bureautique & Messagerie,Installation logiciel poste
JIRA-0445,Problème de son lors des visioconférences,Les participants n'entendent pas ma voix lors des appels Teams. Le micro semble ne pas fonctionner.,2025-09-10 11:22:18,Direction,Collaboration & Visioconf,Audio visioconférence
JIRA-0453,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-09-10 11:22:18,Actuariat,Téléphonie,Absence de tonalité
JIRA-0025,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-09-11 11:22:18,Juridique,Téléphonie,Absence de tonalité
JIRA-0072,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-09-11 11:22:18,Direction,Bureautique & Messagerie,Envoi pièces jointes
JIRA-0205,Accès bloqué à l'application de gestion des sinistres,Message d'erreur 'Accès refusé' lors de la tentative de connexion à SINISTRA. Besoin d'un accès urgent.,2025-09-11 11:22:18,Ressources Humaines,Applications métier,Gestion des sinistres (accès)
JIRA-0276,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-09-11 11:22:18,Commercial,Accès & Identité,Mot de passe messagerie
JIRA-0284,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-09-11 11:22:18,Juridique,Applications métier,Gestion commerciale / CRM
JIRA-0415,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-09-11 11:22:18,Direction,Accès & Identité,Mot de passe messagerie
JIRA-0030,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-09-12 11:22:18,Actuariat,Réseau & Connectivité,Dossier partagé / Comptabilité
JIRA-0360,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-09-12 11:22:18,Direction,Accès & Identité,Mot de passe messagerie
JIRA-0124,Souris sans fil qui ne répond plus,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-09-14 11:22:18,Comptabilité,Poste de travail,Souris
JIRA-0226,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-09-14 11:22:18,Recouvrement,Réseau & Connectivité,VPN
JIRA-0237,Problème de certification électronique,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-09-14 11:22:18,IT,Sécurité & Sauvegarde,Certification électronique
JIRA-0472,Problème d'affichage de caractères spéciaux,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-09-14 11:22:18,IT,Bureautique & Messagerie,Police / encodage
JIRA-0274,Demande de licence Office supplémentaire,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-09-15 11:22:18,Comptabilité,Bureautique & Messagerie,Licence Office
JIRA-0021,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-09-16 11:22:18,IT,Accès & Identité,Réinitialisation mot de passe
JIRA-0121,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-09-16 11:22:18,Comptabilité,Impression & Numérisation,Réglage recto-verso
JIRA-0416,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-09-16 11:22:18,Marketing,Bureautique & Messagerie,Envoi pièces jointes
